"","ï..FID","source","survey_cod","siteid","s_east","s_north","m_code","hull_sampl","hull_secti","s_date","taxon_name","phylum","class","F_order","family","genus","species","authority","aphia_id","Name","Year_","establishe","biosecurit","GlobalID","x","y"
"3849",198534,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7206b",1577991,5171483,"VISD","no",NA,"June 10, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","cb59a5e4-d0a0-4ae8-991a-d1bf4b94286e",1577991,5171483
"3850",198541,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7208b",1578516,5171366,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","b22ca1c3-da2e-4df2-a0e5-99bc7f0ac47f",1578516,5171366
"3851",198542,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7209a",1575993,5171266,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","e1404705-2b34-476e-85da-f1694f822456",1575993,5171266
"3852",198543,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7209b",1575993,5171266,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","50a70f7c-9e1a-47df-86e7-1a591f2a3279",1575993,5171266
"3853",198549,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7211a",1575992,5171187,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","5630873a-6742-46e9-a403-abe7894e4c11",1575992,5171187
"3854",198552,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7211b",1575992,5171187,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","2ee97a10-2919-4938-9a73-9f4301bcb51b",1575992,5171187
"3855",198555,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7212a",1576159,5171197,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","3a8b4698-41e5-4f1f-a36c-4142b139322e",1576159,5171197
"3856",198558,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7212b",1576159,5171197,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","643783a6-8f11-4aa3-a7e9-aa9e9cc83726",1576159,5171197
"3857",198563,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7214a",1576099,5171221,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","17d63887-70cc-495a-9ede-fa0a89183613",1576099,5171221
"3858",198567,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7214b",1576099,5171221,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","09b547e8-d680-45e6-ab9b-574f2dfacbdd",1576099,5171221
"3859",198575,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7216b",1578736,5169925,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","75f3776e-2a92-4f2d-a887-38101ad83e4b",1578736,5169925
"3860",198577,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7217a",1578773,5169730,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","98de1ed3-78f2-4011-9c9f-49b47f3b11b8",1578773,5169730
"3861",198579,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7218a",1578751,5169752,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","cabb51e7-c514-4b53-9abe-1a85be607726",1578751,5169752
"3862",198581,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7219a",1575828,5169134,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","bc0a7f00-98d3-41ed-881c-8f030e5623dc",1575828,5169134
"3863",198583,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7219b",1575828,5169134,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","4e538c21-d740-4ef1-be84-1991af26f464",1575828,5169134
"3864",198586,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7220a",1575548,5168958,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","42c256ac-abb1-4b2d-b102-f01acc57559d",1575548,5168958
"3865",198588,"Marine High Risk Site Surveillance","SVLYT7","SVLYT7220b",1575548,5168958,"VISD","no",NA,"June 9, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","6e1a9912-4e9f-49c9-b3b6-831900019baf",1575548,5168958
"3866",198609,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8181a",1576893,5171398,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","29e03dc4-c4f4-4ffd-89e8-3cb5a845cc71",1576893,5171398
"3867",198611,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8181b",1576893,5171398,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","8b1576fa-bd0e-4c0f-b529-578814c7158c",1576893,5171398
"3868",198612,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8182a",1577228,5171958,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","0a4a6b28-a413-423a-a83d-c46907e03e86",1577228,5171958
"3869",198616,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8183b",1576802,5171945,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","50a3bc1a-1843-40af-a7eb-514f3f42163c",1576802,5171945
"3870",198620,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8184b",1577228,5171939,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","2e61ab7c-eb99-4529-895f-37ff1ecde89c",1577228,5171939
"3871",198623,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8185a",1577585,5171918,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","ddbf4ef8-fd06-425d-b887-18395e06e9a4",1577585,5171918
"3872",198627,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8185b",1577585,5171918,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","199c39fa-54b2-4b1a-a81a-f837810e935d",1577585,5171918
"3873",198631,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8186a",1577464,5171829,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","a2f52aa1-d249-4ac7-9aee-355230dd5525",1577464,5171829
"3874",198635,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8186b",1577464,5171829,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","74e95788-cfda-4e4c-a71e-caf91dd97fc2",1577464,5171829
"3875",198641,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8187b",1577358,5171755,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","5bfa36d6-3cbe-40c1-ae3b-f269151f0354",1577358,5171755
"3876",198646,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8188b",1576793,5171784,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","a718a3e5-bdac-4025-87a9-fba104211e30",1576793,5171784
"3877",198648,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8189a",1577628,5171587,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","98fe90ce-673c-45ff-a275-42ca9d8e29aa",1577628,5171587
"3878",198650,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8189b",1577628,5171587,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","2971bcef-da6d-4157-8e82-a3a2b72adb11",1577628,5171587
"3879",198652,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8190a",1577005,5171467,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","2ad0aaf0-bddc-4f50-9bae-811b82604376",1577005,5171467
"3880",198653,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8190b",1577005,5171467,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","c4a74916-0716-49d1-85d1-9d7e1a31438e",1577005,5171467
"3881",198655,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8191a",1578056,5171503,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","7d9aa416-df04-4bbf-96a4-37d2e44277e0",1578056,5171503
"3882",198659,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8192a",1577583,5171559,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","c64f0fb1-0cfe-4a5a-9b7e-ccef9290010b",1577583,5171559
"3883",198662,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8192b",1577583,5171559,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","20226188-7760-4839-b0e6-5a5c5290dd15",1577583,5171559
"3884",198664,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8193a",1577967,5171466,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","682b1674-8211-456d-a3c9-53987562da72",1577967,5171466
"3885",198666,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8193b",1577967,5171466,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","e1f398bb-a704-4cb4-b56b-aaa1c63e9402",1577967,5171466
"3886",198668,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8194a",1577382,5171455,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","51f929ad-5d5e-4965-89ea-35992c8968d9",1577382,5171455
"3887",198671,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8194b",1577382,5171455,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","6848db75-9640-4bb3-8879-733f162cd136",1577382,5171455
"3888",198673,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8195a",1577276,5171434,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","049618a8-f2fb-4d41-a79b-235245497bb7",1577276,5171434
"3889",198674,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8195b",1577276,5171434,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","71ccd16f-e649-445c-a9fe-b79ddb45b010",1577276,5171434
"3890",198675,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8196a",1578454,5171494,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","f5ad7d98-a2ff-4b90-8c89-960cb8623e53",1578454,5171494
"3891",198676,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8196b",1578454,5171494,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","2fcfa0c7-0c06-4e8c-b31a-5c86d3358800",1578454,5171494
"3892",198677,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8197a",1577616,5171422,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","6760e438-494c-44fb-bcd2-86b5094f944f",1577616,5171422
"3893",198680,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8197b",1577616,5171422,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","76dd466c-fb47-4169-8027-af4c187f41cb",1577616,5171422
"3894",198683,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8198a",1575969,5171339,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","2249e39e-af00-4f2e-b73d-c68df3a29bc3",1575969,5171339
"3895",198684,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8198b",1575969,5171339,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","9bde7d22-3f95-473f-b305-503258a5608d",1575969,5171339
"3896",198685,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8199a",1576923,5172014,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","ca7e5319-be1f-4236-9d84-3f009a9a7b6b",1576923,5172014
"3897",198689,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8199b",1576923,5172014,"VISD","no",NA,"November 25, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","56f21a2b-9b62-4f66-86f3-b7bd8013567c",1576923,5172014
"3898",198692,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8200a",1575977,5171300,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","73f0fca1-7a63-4cc2-983b-c93be05597c5",1575977,5171300
"3899",198695,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8200b",1575977,5171300,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","6a749dfc-2005-4497-b6d8-07c7a44cdbf7",1575977,5171300
"3900",198696,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8201a",1575952,5171202,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","35a44f08-c8c2-4d49-9a05-0175f58db2ea",1575952,5171202
"3901",198702,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8201b",1575952,5171202,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","80dd00b0-229c-4976-86ef-f9c7e59cfc2a",1575952,5171202
"3902",198705,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8202a",1576247,5171168,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","65e61ce4-8bbe-4f23-a9dc-bf26bdbfb3cf",1576247,5171168
"3903",198708,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8202b",1576247,5171168,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","af70af3d-6d33-4db5-b45f-4e5f46ea51f1",1576247,5171168
"3904",198711,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8203a",1576121,5171169,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","697f96df-5c8c-4d4d-acad-c8dc705532e4",1576121,5171169
"3905",198715,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8203b",1576121,5171169,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","15b3f939-e5f1-46eb-8823-f7f145f3dddf",1576121,5171169
"3906",198718,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8204a",1576194,5171140,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","12136ca3-88cf-4465-9c28-25ce52844e17",1576194,5171140
"3907",198723,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8204b",1576194,5171140,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","6e394c68-7973-4456-a5cd-63fd190aad8d",1576194,5171140
"3908",198727,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8205a",1576251,5171110,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","0c7b75d6-bb5e-4c1d-a892-2ee36df6b4b6",1576251,5171110
"3909",198729,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8205b",1576251,5171110,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","e06a320f-b32e-4294-b447-b37ee96c4ebc",1576251,5171110
"3910",198732,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8206a",1578747,5169938,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","5903decc-b970-4899-a050-e8f468ba6e21",1578747,5169938
"3911",198734,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8206b",1578747,5169938,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","da402233-38d3-47bc-bf5e-10038c04e859",1578747,5169938
"3912",198736,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8207a",1578743,5169923,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","8bf83738-cc21-491c-8cd2-581fe530b598",1578743,5169923
"3913",198738,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8207b",1578743,5169923,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","a306d07e-2361-4ce4-a4a8-25566e31880d",1578743,5169923
"3914",198739,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8208a",1578820,5169803,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","fd786bfa-ee94-4dc7-a748-cdbe86e98a4a",1578820,5169803
"3915",198741,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8208b",1578820,5169803,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","9bbe49a8-b896-4e4b-afa7-f9ce572e5a82",1578820,5169803
"3916",198743,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8209a",1575822,5169119,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","ee887d18-5174-438c-bd8c-dea9db45b5b8",1575822,5169119
"3917",198745,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8209b",1575822,5169119,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","a1d319c6-746e-47a4-8332-327efa3ff375",1575822,5169119
"3918",198747,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8210a",1575532,5168962,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","ce05ceb9-8557-46fa-83ff-1136739c381c",1575532,5168962
"3919",198748,"Marine High Risk Site Surveillance","SVLYT8","SVLYT8210b",1575532,5168962,"VISD","no",NA,"November 24, 2008","Undaria pinnatifida","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","(Harvey) Suringar, 1873",145721,"Lyttelton",2008,"yes","Non-indigenous","702eda01-5951-47f5-ae24-9a8c456194ba",1575532,5168962
